TOURNAMENT_ID,NAME,SHORT_NAME,VENUE,NOTES
tournament_ccl,Copa Cambridge League,CCL,Colegio Cambridge de Lima,Hasta 2025 dividido en Apertura y Clausura; 2026 es una liguilla anual.
